Vipdomet;Diabetes Mellitus, Type 2;alogliptin / metformin;alogliptin benzoate, metformin hydrochloride;A10BD13;Takeda Pharma A/S;Drugs used in diabetes, , Combinations of oral blood glucose lowering drugs
Crixivan;HIV Infections;indinavir;indinavir sulfate ethanolate;J05AE02;Merck Sharp & Dohme B.V.;Antivirals for systemic use, 
Rivastigmine Sandoz;Dementia, Alzheimer Disease, Parkinson Disease;rivastigmine;rivastigmine;N06DA03;Sandoz GmbH;Psychoanaleptics, 
Alli (previously Orlistat GSK);Obesity;orlistat;orlistat;A08AB01;GlaxoSmithKline (Ireland) Limited;Antiobesity preparations, excl. diet products
Nemdatine;Alzheimer Disease;memantine;memantine;N06DX01;Actavis Group PTC ehf.;Psychoanaleptics, , Other anti-dementia drugs
Sildenafil Actavis;Erectile Dysfunction;sildenafil;sildenafil;G04BE03;Actavis Group PTC ehf;Urologicals
Vipidia;Diabetes Mellitus, Type 2;alogliptin benzoate;alogliptin;A10BH04;Takeda Pharma A/S;Drugs used in diabetes, , Dipeptidyl peptidase 4 (DPP-4) inhibitors
Arixtra;Venous Thrombosis, Pulmonary Embolism, Myocardial Infarction, Angina, Unstable;fondaparinux sodium;fondaparinux sodium;B01AX05;Aspen Pharma Trading Limited;Antithrombotic agents, 
Leflunomide ratiopharm;Arthritis, Rheumatoid;leflunomide;leflunomide;L04AA13;Ratiopharm GmbH;Immunosuppressants
Trobalt;Epilepsy;retigabine;retigabine;N03AX21;Glaxo Group Limited ;Antiepileptics, 
Ionsys;Pain, Postoperative;fentanyl;fentanyl hydrochloride;N02AB03;Incline Therapeutics Europe Ltd;Analgesics
Rivastigmine 1 A Pharma;Alzheimer Disease, Dementia, Parkinson Disease;rivastigmine;rivastigmine;N06DA03;1 A Pharma GmbH;Psychoanaleptics, 
ViraferonPeg;Hepatitis C, Chronic;peginterferon alfa-2b;peginterferon alfa-2b;L03AB10;Merck Sharp  Dohme Ltd ;Immunostimulants, 
Xeplion;Schizophrenia;paliperidone;paliperidone palmitate;N05AX13;Janssen-Cilag International N.V.;Psycholeptics, 
Invega;Schizophrenia, Psychotic Disorders;paliperidone;paliperidone;N05AX13;Janssen-Cilag International NV;Psycholeptics, 
Tolura;Hypertension;telmisartan;telmisartan;C09CA07;Krka, d.d., Novo mesto ;Angiotensin II antagonists, plain
Raplixa;Hemostasis, Surgical;human fibrinogen / human thrombin;human fibrinogen, human thrombin;B02BC30;Mallinckrodt Pharmaceuticals Ireland Limited;Antihemorrhagics, 
Imatinib Teva B.V.;Dermatofibrosarcoma, Gastrointestinal Stromal Tumors, Leukemia, Myelogenous, Chronic, BCR-ABL Positive;imatinib;imatinib mesilate;L01XE01;Teva B.V.;Antineoplastic agents, 
Dexxience;Venous Thromboembolism;betrixaban;betrixaban maleate;B01AF;Portola Pharma UK Limited;Antithrombotic agents, 
Potactasol;Uterine Cervical Neoplasms, Small Cell Lung Carcinoma;topotecan;topotecan;L01XX17;Actavis Group PTC ehf;Antineoplastic agents, 
Inductos;Tibial Fractures, Fracture Fixation, Internal, Spinal Fusion;dibotermin alfa;dibotermin alfa;M05BC01;Medtronic BioPharma B.V.;Drugs for treatment of bone diseases
Rapilysin;Myocardial Infarction;reteplase;reteplase;B01AD08;Actavis Group PTC ehf;Antithrombotic agents, 
Angiox;Acute Coronary Syndrome;bivalirudin;Bivalirudin;B01AE06;The Medicines Company UK Ltd;Antithrombotic agents, 
Micardis;Hypertension;telmisartan;telmisartan;C09CA07;Boehringer Ingelheim International GmbH;Angiotensin II antagonists, plain
Telmisartan Teva;Hypertension;telmisartan;telmisartan;C09CA07;Teva B.V.;Agents acting on the renin-angiotensin system
Tasmar;Parkinson Disease;tolcapone;tolcapone;N04BX01;Meda AB;Anti-Parkinson drugs, Other dopaminergic agents
Intanza;Influenza, Human, Immunization;influenza vaccine (split virion, inactivated);influenza virus (inactivated, split) of the following strains:A/California/7/2009 (H1N1)pdm09 - like strain (A/California/7/2009, NYMC X-179A)A/Hong Kong/4801/2014 (H3N2) - like strain (A/Hong Kong/4801/2014, NYMC X-263B)B/Brisbane/60/2008 - like strain (B/Brisbane/60/2008, wild type);J07BB02;Sanofi Pasteur Europe;Vaccines, 
Travatan;Glaucoma, Open-Angle, Ocular Hypertension;travoprost;travoprost;S01EE04;Novartis Europharm Limited;Ophthalmologicals, 
Protopic;Dermatitis, Atopic;tacrolimus;tacrolimus;D11AH01;LEO Pharma A/S;Other dermatological preparations
Pergoveris;Infertility, Female;follitropin alfa / lutropin alfa;follitropin alfa / lutropin alfa;G03GA30;Merck Europe B.V. ;Sex hormones and modulators of the genital system, 
Luveris;Ovulation Induction, Infertility, Female;lutropin alfa;lutropin alfa;G03GA07;Merck Europe B.V. ;Sex hormones and modulators of the genital system, 
Telmisartan Actavis;Hypertension;telmisartan;telmisartan;C09CA07;Actavis Group PTC ehf;Agents acting on the renin-angiotensin system
Gliolan;Glioma;5-aminolevulinic acid hydrochloride;5-aminolevulinic acid hydrochloride;L01XD04;Medac GmbH;Antineoplastic agents, 
Memantine ratiopharm;Alzheimer Disease;memantine;memantine hydrochloride;N06DX01;Ratiopharm GmbH;Psychoanaleptics, 
Numient;Parkinson Disease;levodopa / carbidopa;levodopa, carbidopa;N04BA02;Amneal Pharma Europe Ltd;Anti-Parkinson drugs
Ariclaim;Diabetic Neuropathies;duloxetine;duloxetine;N06AX21;Eli Lilly Nederland B.V.;Psychoanaleptics, 
Metalyse;Myocardial Infarction;tenecteplase;tenecteplase;B01AD11;Boehringer Ingelheim International GmbH;Antithrombotic agents, 
Ribavirin Teva Pharma B.V.;Hepatitis C, Chronic;ribavirin;Ribavirin;J05AB04;Teva B.V.;Antivirals for systemic use, 
Aplidin;Multiple Myeloma;plitidepsin;Plitidepsin;L01;Pharma Mar, S.A.;Antineoplastic agents, 
Ceplene;Leukemia, Myeloid, Acute;histamine dihydrochloride;Histamine dihydrochloride;L03AX14;Noventia Pharma Srl;Immunostimulants, 
Clopidogrel HCS;Peripheral Vascular Diseases, Acute Coronary Syndrome, Myocardial Infarction, Stroke;clopidogrel;clopidogrel hydrochloride;B01AC04;HCS bvba ;Antithrombotic agents, 
Zinplava;Enterocolitis, Pseudomembranous;bezlotoxumab;bezlotoxumab;J06BB21;Merck Sharp & Dohme B.V.;Immune sera and immunoglobulins, 
Victrelis;Hepatitis C, Chronic;boceprevir;Boceprevir;J05AE;Merck Sharp  Dohme Ltd;Antivirals for systemic use, 
Alsitek;Amyotrophic Lateral Sclerosis;masitinib;masitinib mesylate;L01XE22;AB Science;Antineoplastic agents, 
Xeljanz;Arthritis, Rheumatoid;tofacitinib;Tofacitinib;No Information aviable;Pfizer Limited;Immunosuppressants
Aloxi;Vomiting, Cancer;palonosetron;palonosetron hydrochloride;A04AA05;Helsinn Birex Pharmaceuticals Ltd.;Antiemetics and antinauseants, , Serotonin (5HT3) antagonists
Topotecan Teva;Ovarian Neoplasms, Uterine Cervical Neoplasms, Small Cell Lung Carcinoma;topotecan;topotecan;L01XX17;Teva B.V.;Antineoplastic agents, 
Azilect;Parkinson Disease;rasagiline;rasagiline;N04BD02;Teva B.V.;Anti-Parkinson drugs
Azarga;Glaucoma, Open-Angle, Ocular Hypertension;brinzolamide / timolol;brinzolamide, timolol maleate;S01ED51;Novartis Europharm Limited;Ophthalmologicals, 
Azopt;Glaucoma, Open-Angle, Ocular Hypertension;brinzolamide;brinzolamide;S01EC04;Novartis Europharm Limited;Ophthalmologicals, 
Maci;Fractures, Cartilage;matrix-applied characterised autologous cultured chondrocytes;autologous cultured chondrocytes;M09AX02;Vericel Denmark ApS;Other drugs for disorders of the musculo-skeletal system
Zinbryta;Multiple Sclerosis;daclizumab;daclizumab;L04AC01;Biogen Idec Ltd;Immunosuppressants
Reagila;Schizophrenia;cariprazine;cariprazine hydrochloride;N05AX15;Gedeon Richter;Psycholeptics, 
Omnitrope;Turner Syndrome, Prader-Willi Syndrome, Dwarfism, Pituitary;somatropin;somatropin;H01AC01;Sandoz GmbH;Pituitary and hypothalamic hormones and analogues
Plenadren;Adrenal Insufficiency;hydrocortisone;hydrocortisone;H02AB09;Shire Services BVBA;Corticosteroids for systemic use
Amyvid;Radionuclide Imaging;florbetapir (18F);florbetapir (18F);V09AX05;Eli Lilly Nederland B.V.;Diagnostic radiopharmaceuticals
Eporatio;Kidney Failure, Chronic, Anemia, Cancer;epoetin theta;epoetin theta;B03XA01;Ratiopharm GmbH;Other antianemic preparations
Starlix;Diabetes Mellitus, Type 2;nateglinide;nateglinide;A10BX03;Novartis Europharm Limited;Drugs used in diabetes, 
Sebivo;Hepatitis B, Chronic;telbivudine;telbivudine;J05AF11;Novartis Europharm Limited;Nucleoside and nucleotide reverse transcriptase inhibitors
Rydapt;Leukemia, Myeloid, Acute, Mastocytosis;midostaurin;Midostaurin;L01XE;Novartis Europharm Ltd;Antineoplastic agents, 
Olysio;Hepatitis C, Chronic;simeprevir;simeprevir;J05AE14;Janssen-Cilag International N.V.;Antivirals for systemic use, 
Vibativ;Pneumonia, Bacterial, Cross Infection;telavancin;telavancin;J01XA03;Theravance Biopharma Ireland Umited;Antibacterials for systemic use, 
Rivastigmine Actavis;Dementia, Alzheimer Disease, Parkinson Disease;rivastigmine;rivastigmine hydrogen tartrate;N06DA03;Actavis Group PTC ehf;Psychoanaleptics, 
Prandin;Diabetes Mellitus, Type 2;repaglinide;repaglinide;A10BX02;Novo Nordisk A/S;Drugs used in diabetes, 
Biopoin;Kidney Failure, Chronic, Anemia, Cancer;epoetin theta;epoetin theta;B03XA01;Teva GmbH;Other antianemic preparations
Kogenate Bayer;Hemophilia A;octocog alfa;octocog alfa;B02BD02;Bayer AG ;Antihemorrhagics, 
Spedra;Erectile Dysfunction;avanafil;avanafil;G04BE10;Menarini International Operations Luxembourg S.A.;Drugs used in erectile dysfunction
Insulin Human Winthrop;Diabetes Mellitus;insulin human;insulin human;A10AB01;sanofi-aventis Deutschland GmbH;Drugs used in diabetes, 
Kinzalmono (previously Telmisartan Boehringer Ingelheim Pharma KG);Hypertension;telmisartan;telmisartan;C09CA07;Bayer AG;Agents acting on the renin-angiotensin system
Pritor;Hypertension;telmisartan;telmisartan;C09CA07;Bayer AG;Agents acting on the renin-angiotensin system
Marixino (previously Maruxa);Alzheimer Disease;memantine;memantine hydrochloride;N06DX01;KRKA, d.d.;Other anti-dementia drugs
Pioglitazone Actavis;Diabetes Mellitus, Type 2;pioglitazone;pioglitazone hydrochloride;A10BG03;Actavis Group PTC ehf  ;Drugs used in diabetes, 
Myclausen;Graft Rejection;mycophenolate mofetil;mycophenolate mofetil;L04AA06;Passauer Pharma GmbH;Immunosuppressants
Litak;Leukemia, Hairy Cell;cladribine;Cladribine;L01BB04;Lipomed GmbH;Antineoplastic agents, 
Masipro;Mastocytosis;masitinib;masitinib mesylate;L01XE22;AB Science;Antineoplastic agents, 
Evarrest;Hemostasis;human fibrinogen / human thrombin;human fibrinogen, human thrombin;B02BC30;Omrix Biopharmaceuticals N. V.;Local hemostatics
IDflu;Influenza, Human, Immunization;influenza vaccine (split virion, inactivated);influenza virus (inactivated, split) of the following strains:A/California/7/2009 (H1N1)pdm09 - like strain (A/California/7/2009, NYMC X-179A)A/Hong Kong/4801/2014 (H3N2) - like strain (A/Hong Kong/4801/2014, NYMC X-263B)B/Brisbane/60/2008 - like strain (B/Brisbane/60/2008, wild type);J07BB02;Sanofi Pasteur S.A.;Vaccines, 
Leflunomide medac;Arthritis, Rheumatoid;leflunomide;leflunomide;L04AA13;medac Gesellschaft für klinische Spezialpräparate mbH;Selective immunosuppressants
Tasermity;Hyperphosphatemia, Renal Dialysis;sevelamer hydrochloride;sevelamer hydrochloride;V03AE02;Genzyme Europe BV;All other therapeutic products
Fanaptum;Schizophrenia;iloperidone;iloperidone;N05AX14;Vanda Pharmaceuticals Ltd;Psycholeptics, 
Ristempa;Neutropenia;pegfilgrastim;pegfilgrastim;L03AA13;Amgen Europe B.V.;Immunostimulants, 
Javlor;Carcinoma, Transitional Cell, Urologic Neoplasms;vinflunine;vinflunine;L01CA05;Pierre Fabre Médicament;Antineoplastic agents, 
Nimvastid;Dementia, Alzheimer Disease, Parkinson Disease;rivastigmine;rivastigmine;N06DA03;Krka, d.d., Novo mesto;Psychoanaleptics, 
Lamivudine/Zidovudine Teva;HIV Infections;lamivudine / zidovudine;lamivudine, zidovudine;J05AR01;Teva Pharma B.V. ;Antivirals for systemic use, 
LeukoScan;Osteomyelitis, Radionuclide Imaging;sulesomab;sulesomab;VO4D;Immunomedics GmbH;Diagnostic agents
Libertek;Pulmonary Disease, Chronic Obstructive;roflumilast;roflumilast;R03DX08;AstraZeneca AB;Drugs for obstructive airway diseases, 
Vizarsin;Erectile Dysfunction;sildenafil;sildenafil;G04BE03;Krka, d.d., Novo mesto;Urologicals
Daliresp;Pulmonary Disease, Chronic Obstructive;roflumilast;roflumilast;R03DX07;AstraZeneca AB;Drugs for obstructive airway diseases, 
Onzeald;Breast Neoplasms;etirinotecan pegol;etirinotecan pegol;L01;Nektar Therapeutics UK Limited;Antineoplastic agents, 
Memantine LEK;Alzheimer Disease;memantine;memantine hydrochloride;N06DX01;Pharmathen S.A.;Psychoanaleptics, , Other anti-dementia drugs
Replagal;Fabry Disease;agalsidase alfa;agalsidase alfa;A16AB03;Shire Human Genetic Therapies AB;Other alimentary tract and metabolism products, 
EnCyzix;Hypogonadism;enclomifene;enclomifene citrate;G03X;Renable Pharma Limited;Sex hormones and modulators of the genital system, 
Repaglinide Krka;Diabetes Mellitus, Type 2;repaglinide;repaglinide;A10BX02;Krka, d.d., Novo mesto;Drugs used in diabetes, 
Pioglitazone Teva;Diabetes Mellitus, Type 2;pioglitazone;pioglitazone hydrochloride;A10BG03;Teva B.V.;Alimentary tract and metabolism
Clopidogrel Acino;Peripheral Vascular Diseases, Acute Coronary Syndrome, Myocardial Infarction, Stroke;clopidogrel;clopidogrel;B01AC04;Acino AG;Antithrombotic agents, 
Optimark;Magnetic Resonance Imaging;gadoversetamide;gadoversetamide;V08CA06;Mallinckrodt Deutschland GmbH;Contrast media
Somatropin Biopartners;Growth;somatropin;somatropin;H01AC01;BioPartners GmbH;Somatropin and somatropin agonists, Pituitary and hypothalamic hormones and analogues
Adlumiz;Cachexia, Anorexia, Carcinoma, Non-Small-Cell Lung;anamorelin;anamorelin hydrochloride;V03;No Information aviable;All other therapeutic products
Prevenar;Pneumococcal Infections, Immunization;pneumococcal saccharide conjugated vaccine, adsorbed;pneumococcal polysaccharide serotype 4 / pneumococcal polysaccharide serotype 6B / pneumococcal polysaccharide serotype 9V / pneumococcal polysaccharide serotype 14, pneumococcal oligosaccharide serotype 18C / pneumococcal polysaccharide serotype 19F / pneumococcal polysaccharide serotype 23F;J07AL02;Pfizer Limited;Vaccines, 
Fendrix;Hepatitis B, Immunization;hepatitis B (rDNA) vaccine (adjuvanted, adsorbed);hepatitis B surface antigen;J07BC01;GlaxoSmithKline Biologicals S.A.;Vaccines, 
Chenodeoxycholic acid Leadiant (previously known as Chenodeoxycholic acid sigma-tau);Xanthomatosis, Cerebrotendinous, Metabolism, Inborn Errors;chenodeoxycholic acid;Chenodeoxycholic acid;A05AA01;Leadiant GmbH;Bile and liver therapy
Human IGG1 monoclonal antibody specific for human interleukin-1 alpha XBiotech;Colorectal Neoplasms;human IgG1 monoclonal antibody specific for human interleukin-1 alpha;human IgG1 monoclonal antibody specific for human interleukin-1 alpha;L01;XBiotech Germany GmbH;Antineoplastic agents, 
Glybera;Hyperlipoproteinemia Type I;alipogene tiparvovec;alipogene tiparvovec;C10AX10;uniQure biopharma B.V. ;Lipid modifying agents
Clopidogrel Teva Pharma (previously Clopidogrel HCS);Myocardial Infarction, Peripheral Vascular Diseases, Stroke;clopidogrel;clopidogrel hydrochloride;B01AC04;Teva B.V. ;Antithrombotic agents, 
NovoNorm;Diabetes Mellitus, Type 2;repaglinide;repaglinide;A10BX02;Novo Nordisk A/S;Drugs used in diabetes, 
Zontivity;Myocardial Infarction;vorapaxar;vorapaxar sulfate;B01;Merck Sharp  Dohme Limited;Antithrombotic agents, 
Glidipion (previously Pioglitazone Actavis Group);Diabetes Mellitus, Type 2;pioglitazone;pioglitazone hydrochloride;A10BG03;Actavis Group PTC ehf   ;Drugs used in diabetes, 
Busilvex;Hematopoietic Stem Cell Transplantation;busulfan;busulfan;L01AB01;Pierre Fabre Médicament;Antineoplastic agents, 
NovoThirteen;Blood Coagulation Disorders, Inherited;catridecacog;catridecacog;B02BD11;Novo Nordisk A/S;Antihemorrhagics, 
Oxervate;Keratitis;cenegermin;recombinant human Nerve Growth factor (rhNGF);S01;Dompe farmaceutici s.p.a.;Ophthalmologicals, 
Removab;Ascites, Cancer;catumaxomab;Catumaxomab;L01XC09;Neovii Biotech GmbH;Other antineoplastic agents
Zurampic;Hyperuricemia;lesinurad;lesinurad;M04AB05;Grünenthal GmbH;Antigout preparations
Sabervel;Hypertension;irbesartan;irbesartan;C09CA04;Pharmathen S.A.;Agents acting on the renin-angiotensin system
Rekovelle;Anovulation;follitropin delta;follitropin delta;G03GA10;Ferring Pharmaceuticals A/S;Sex hormones and modulators of the genital system, 
Optaflu;Influenza, Human, Immunization;influenza vaccine (surface antigen, inactivated, prepared in cell cultures);influenza virus surface antigens (haemagglutinin and neuraminidase), inactivated, of the following strains:A/California/7/2009 (H1N1)pdm09 - like strain(A/Brisbane/10/2010, wild type)A/Switzerland/9715293/2013 (H3N2) - like strain(A/South Australia/55/2014, wild type)B/Phuket/3073/2013–like strain(B/Utah/9/2014, wild type);J07BB02;Seqirus GmbH;Vaccines, 
Vitekta;HIV Infections;elvitegravir;elvitegravir;J05AX11;Gilead Sciences International Ltd;Antivirals for systemic use, 
Imprida;Hypertension;amlodipine / valsartan;amlodipine (as besylate), valsartan;C09DB01;Novartis Europharm Ltd;Agents acting on the renin-angiotensin system
Clopidogrel/Acetylsalicylic acid Teva;Acute Coronary Syndrome, Myocardial Infarction;clopidogrel / acetylsalicylic acid;clopidogrel, acetylsalicylic acid;B01AC30;Teva Pharma B.V.;combinations
Unituxin;Neuroblastoma;dinutuximab;Dinutuximab;L01XC;United Therapeutics Europe Ltd;Antineoplastic agents, 
Dutrebis;HIV Infections;lamivudine / raltegravir potassium;lamivudine, raltegravir potassium;J05AR16;Merck Sharp  Dohme Limited;Antivirals for systemic use, , Antivirals for treatment of HIV infections, combinations
Rasilamlo;Hypertension;aliskiren / amlodipine;aliskiren, amlodipine;C09XA53;Novartis Europharm Ltd;Agents acting on the renin-angiotensin system
Budesonide/Formoterol Teva;Pulmonary Disease, Chronic Obstructive, Asthma;budesonide / formoterol;budesonide, formoterol fumarate dihydrate;R03AK07;Teva Pharma B.V.;Drugs for obstructive airway diseases, 
Budesonide/Formoterol Teva Pharma B.V.;Asthma;budesonide / formoterol fumarate dihydrate;budesonide, formoterol;R03AK07;Teva Pharma B.V.;Drugs for obstructive airway diseases, 
Vylaer Spiromax;Pulmonary Disease, Chronic Obstructive, Asthma;budesonide / formoterol;budesonide, formoterol fumarate dihydrate;R03AK07;Teva Pharma B.V.;Drugs for obstructive airway diseases, 
Biograstim;Neutropenia, Hematopoietic Stem Cell Transplantation, Cancer;filgrastim;filgrastim;L03AA02;AbZ-Pharma GmbH;Colony stimulating factors
ChondroCelect;Cartilage Diseases;characterised viable autologous cartilage cells expanded ex vivo expressing specific marker proteins;characterised viable autologous cartilage cells expanded ex vivo expressing specific marker proteins;M09AX02;TiGenix N.V.;Other drugs for disorders of the musculo-skeletal system
Capecitabine SUN;Stomach Neoplasms, Breast Neoplasms, Colonic Neoplasms, Colorectal Neoplasms;capecitabine;capecitabine;L01BC06;Sun Pharmaceutical Industries Europe B.V.;capecitabine
Celvapan;Disease Outbreaks, Influenza, Human, Immunization;influenza vaccine (H1N1)v (whole virion, inactivated, prepared in cell culture);whole virion, inactivated containing antigen: A/California/07/2009 (H1N1)v;J07BB01;Nanotherapeutics Bohumil, s.r.o.;Vaccines, 
Portrazza;Carcinoma, Non-Small-Cell Lung;necitumumab;necitumumab;L01;Eli Lilly Nederland B.V.;Antineoplastic agents, 
Ribavirin Teva;Hepatitis C, Chronic;ribavirin;Ribavirin;J05AB04;Teva B.V.;Antivirals for systemic use, 
Ibandronic Acid Teva;Breast Neoplasms, Neoplasm Metastasis, Fractures, Bone, Osteoporosis, Postmenopausal;ibandronic acid;ibandronic acid;M05BA06;Teva Pharma B.V.;Drugs for treatment of bone diseases
Pantecta Control;Gastroesophageal Reflux;pantoprazole;pantoprazole;A02BC02;Takeda GmbH;Proton pump inhibitors
Scintimun;Osteomyelitis, Radionuclide Imaging;besilesomab;besilesomab;V09HA03;CIS bio international ;Diagnostic radiopharmaceuticals
Ibandronic Acid Sandoz;Breast Neoplasms, Neoplasm Metastasis, Fractures, Bone;ibandronic acid;ibandronic acid;M05BA06;Sandoz GmbH;Drugs for treatment of bone diseases, Bisphosphonates
Incivo;Hepatitis C, Chronic;telaprevir;telaprevir;J05AE;Janssen-Cilag International N.V.;Antivirals for systemic use, 
Repaglinide Teva;Diabetes Mellitus, Type 2;repaglinide;repaglinide;A10BX02;Teva Pharma B.V.;Drugs used in diabetes, 
Enyglid;Diabetes Mellitus, Type 2;repaglinide;repaglinide;A10BX02;Krka, d.d., Novo mesto;Drugs used in diabetes, 
Zoledronic acid Teva Generics;Osteoporosis, Osteitis Deformans;zoledronic acid;zoledronic acid monohydrate;M05BA08;Teva Generics B.V;Bisphosphonates
Osigraft;Tibial Fractures;eptotermin alfa;eptotermin alfa;M05BC02;Olympus Biotech International Limited;Drugs for treatment of bone diseases, Bone morphogenetic proteins
Dropcys;Corneal Diseases, Cystinosis;mercaptamine;mercaptamine;S01XA21;Lucane Pharma;No Information aviable
Krystexxa;Gout;pegloticase;pegloticase;M04AX02;Crealta Pharmaceuticals Ireland Limited;Antigout preparations
Enzepi;Exocrine Pancreatic Insufficiency;pancreas powder;pancreas powder;A09AA02;Allergan Pharmaceuticals International Ltd;Digestives, incl. enzymes
Opgenra;Spondylolisthesis;eptotermin alfa;eptotermin alfa;M05BC02;Olympus Biotech International Limited;Drugs for treatment of bone diseases
Pandemrix;Influenza, Human, Immunization, Disease Outbreaks;influenza vaccine (H1N1)v (split virion, inactivated, adjuvanted) A/California/7/2009 (H1N1)v like strain (x-179a);split influenza virus inactivated, containing antigen equivalent to A/California/07/2009 (H1N1)-derived strain used NYMC X-179A;J07BB02;GlaxoSmithKline Biologicals S.A.;Influenza vaccines
Avandamet;Diabetes Mellitus, Type 2;rosiglitazone / metformin;rosiglitazone, metformin hydrochloride;A10BD03;SmithKline Beecham Plc;Drugs used in diabetes, 
Avandia;Diabetes Mellitus, Type 2;rosiglitazone;rosiglitazone;A10BG02;SmithKline Beecham Plc;Drugs used in diabetes, 
Actos;Diabetes Mellitus, Type 2;pioglitazone;pioglitazone hydrochloride;A10BG03;Takeda Pharma A/S;Drugs used in diabetes, 
Repso;Arthritis, Rheumatoid, Arthritis, Psoriatic;leflunomide;leflunomide;L04AA13;Teva B.V.;Immunosuppressants
Foscan;Head and Neck Neoplasms, Carcinoma, Squamous Cell;temoporfin;temoporfin;L01XD05;Biolitec Pharma Ltd;Antineoplastic agents, 
Kepivance;Mucositis;palifermin;palifermin;V03AF08;Swedish Orphan Biovitrum AB (publ);All other therapeutic products
Heparesc;Urea Cycle Disorders, Inborn;human heterologous liver cells;Human heterologous liver cells;A16;Cytonet GmbH KG;Other alimentary tract and metabolism products, 
Nuedexta;Neurobehavioral Manifestations;dextromethorphan hydrobromide / quinidine sulfate;dextromethorphan, quinidine;N07XX59;Jenson Pharmaceutical Services Limited;Other nervous system drugs, 
Paglitaz;Diabetes Mellitus, Type 2;pioglitazone;pioglitazone hydrochloride;A10BG03;Krka, d.d., Novo mesto;Drugs used in diabetes, 
Prepandemic influenza vaccine (H5N1) (surface antigen, inactivated, adjuvanted) Novartis Vaccines and Diagnostics;Influenza, Human, Immunization, Disease Outbreaks;prepandemic influenza vaccine (H5N1) (surface antigen, inactivated, adjuvanted);influenza virus surface antigens (haemagglutinin and neuraminidase) of strain A/Viet Nam/1194/2004 (H5N1);J07BB02;Novartis Vaccines and Diagnostics S.r.l.;Vaccines, 
Solumarv;Diabetes Mellitus;insulin human;insulin human;A10AB01;Marvel Lifesciences Ltd;No Information aviable
Focetria;Influenza, Human, Immunization, Disease Outbreaks;influenza vaccine (H1N1) (surface antigen, inactivated, adjuvanted);Influenza virus surface antigens (haemagglutinin and neuraminidase) of strain: A/California/7/2009 (H1N1)-derived strain used NYMC X-181 7.5 microgragms per 0.5 ml dose;J07BB02;Novartis Vaccines and Diagnostics S.r.l.;Influenza vaccines
Nivolumab BMS;Carcinoma, Non-Small-Cell Lung;nivolumab;nivolumab;L01XC17;Bristol-Myers Squibb Pharma EEIG;Antineoplastic and immunomodulating agents, Monoclonal antibodies
Sonata;Sleep Initiation and Maintenance Disorders;zaleplon;zaleplon;N05CF03;Meda AB;Psycholeptics, 
Lympreva;Lymphoma, Non-Hodgkin;dasiprotimut-t;dasiprotimut-t;L03AX;Biovest Europe Ltd;No Information aviable
Rienso;Anemia, Kidney Failure, Chronic;ferumoxytol;Ferumoxytol;B03;Takeda Pharma A/S;Other antianemic preparations
Clopidogrel DURA;Peripheral Vascular Diseases, Stroke, Myocardial Infarction;clopidogrel;clopidogrel hydrochloride;B01AC04;Mylan dura GmbH;Antithrombotic agents, 
Ytracis;Radionuclide Imaging;yttrium [90Y] chloride;yttrium [90Y] chloride;V09;CIS bio international;Diagnostic radiopharmaceuticals
Quadramet;Pain, Cancer;samarium [153Sm] lexidronam pentasodium;samarium [153Sm] lexidronam pentasodium;V10BX02;CIS bio international;Therapeutic radiopharmaceuticals
Provenge;Prostatic Neoplasms;autologous peripheral-blood mononuclear cells activated with prostatic acid phosphatase granulocyte-macrophage colony-stimulating factor (sipuleucel-T);autologous peripheral-blood mononuclear cells including a minimum of 50 million autologous CD54+ cells activated with prostatic acid phosphatase granulocyte-macrophage colony-stimulating factor;L03AX17;Dendreon UK Ltd;Other immunostimulants
BindRen;Hyperphosphatemia;colestilan;colestilan;V03AE;Mitsubishi Pharma Europe Ltd;No Information aviable
Pumarix;Influenza, Human, Immunization, Disease Outbreaks;pandemic influenza vaccine (H5N1) (split virion, inactivated, adjuvanted);pandemic influenza vaccine (H5N1) (split virion, inactivated, adjuvanted) ;J07BB02;GlaxoSmithKline Biologicals S.A. ;Vaccines, 
Docetaxel Mylan;Head and Neck Neoplasms, Carcinoma, Non-Small-Cell Lung, Adenocarcinoma, Prostatic Neoplasms, Breast Neoplasms;docetaxel;docetaxel, anhydrous;L01CD02;Mylan S.A.S.;Antineoplastic agents, 
Clopidogrel Teva Pharma B.V.;Peripheral Vascular Diseases, Acute Coronary Syndrome, Myocardial Infarction, Stroke;clopidogrel;clopidogrel hydrobromide;B01AC04;Teva Pharma B.V. ;Antithrombotic agents, 
Vistide;Cytomegalovirus Retinitis;cidofovir;cidofovir;J05AB12;Gilead Sciences International Limited;Antivirals for systemic use, 
Masiviera;Pancreatic Neoplasms;masitinib;masitinib;L01XE;AB Science;Protein kinase inhibitors
Ipreziv;Hypertension;azilsartan medoxomil;Azilsartan medoxomil;C09CA09;Takeda Pharma A/S;Agents acting on the renin-angiotensin system
Fluenz;Influenza, Human, Immunization;influenza vaccine (intranasal, live attenuated);Reassortant influenza virus (live attenuated) of the following strains:A/California/7/2009 (H1N1)pdm09 like strain, A/Victoria/361/2011 (H3N2) like strain, B/Massachusetts/2/2012 like strain;J07BB03;MedImmune LLC;Vaccines, 
